Number Of Executions, Total Milliseconds,  Milliseconds per execution, Type
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.162.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Avalon Logkit (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Unirest (embedded)).as(default)"
     1,     50,    50,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, editaSolicitudGara_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Vaadin (embedded)).as(default)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.331.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(8b232fdf-fda4-4049-a33c-3cd86f73b82d)"
     1,    161,   161,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, PD4Browser_java.html)"
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.206.html)"
     1,     59,    59,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, mensajesAdminParametros_properties.html)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.357.html)"
     1,   2345,  2345,00, org.jboss.windup.graph.GraphContextFactory.create(Path)
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, verHojasDeDiagnostico_properties.html)"
   168,     21,     0,13, getClassificationForFile
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@30c7802b.as(iqi.f110ba96-863e-4226-a5fe-afbe6158b8c9)
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, parametrizacionReferencia_properties.html)"
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, CaptchaQuestionHelper_fr_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(2f9c2efd-fc4d-4505-80bf-f635e55a0faf)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Oracle ADF (embedded)).as(default)"
     1,     27,    27,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, tipoServicioVehiculo_properties.html)"
     1,     60,    60,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.272.html)"
     1,      0,     0,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.HibernateConfigurationFileModel).as(default)
     1,     22,    22,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, respuestaAutorizacionFactura_properties.html)"
     1,     24,    24,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.137.html)"
     1,    127,   127,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, IfxObject_java.html)"
     1,     86,    86,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ImageCaptchaToJPEG_java.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@11ef03c5.as(iqi.3f9b24e2-7552-44d1-a88b-92f21496c8b1)
     1,     89,    89,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cambiaOTVCaDiag_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@5e4c8cba.as(iqi.7058aefb-76e2-4749-a74f-8c598aca7436)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(95813578-3786-4484-a26a-ba1967fe486b)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(50cc6b00-50d7-48ec-bc4c-86bf2fef341b)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,PowerMock (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(0cb0e3c2-4e06-47ff-bf67-06abaad598d8)"
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.264.html)"
     1,     54,    54,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, actaDestruccion_properties.html)"
     1,    131,   131,00, "FreeMarkerIterationOperation.render(/reports/templates/hardcoded_ip_addresses.ftl, hardcoded_ipsSIGRU_ear.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jetbrick Template (embedded)).as(default)"
     1,     64,    64,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.361.html)"
     1,     53,    53,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, csamsj_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Log.io (embedded)).as(default)"
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ParametrizacionCierre_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@2007c608.as(iqi.6ade6421-4b68-4ad5-bc5d-d8b5e732f241)
     1,     66,    66,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, DiscriminatorLookup_java.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,SSL (embedded)).as(default)"
     1,     72,    72,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, TiposServicioMsg_properties.html)"
     1,     32,    32,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, confirmacion_properties.26.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(029a646f-10ad-4478-9d15-ef60af585dd2)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(dd0427a3-4115-4026-b21f-8ec90ce68493)"
     1,     99,    99,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, plantillaResp_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Peaberry (embedded)).as(default)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@10911693.as(iqi.afc6d38b-8d37-444a-9221-2e10da499d63)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(f394a0e4-c21c-4466-832e-e86f1d217200)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(e5441cdb-fba0-491e-a6cb-da099df99cca)"
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.269.html)"
     1,     43,    43,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, aprobarSoliTraslado_properties.html)"
     1,     56,    56,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.148.html)"
     1,     64,    64,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, reporte_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,GIN (embedded)).as(default)"
     1,     55,    55,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, ConstantesDPENUM_java.html)"
     1,     58,    58,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.422.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jetty (embedded)).as(default)"
     1,    172,   172,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.91.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@1685e91f.as(iqi.c5ed10f4-5778-424c-9859-d515251602ef)
     1,    182,   182,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cambioVidaUtil_properties.html)"
     1,     19,    19,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD_CALL]).as(b01a1ae8-e046-4cb1-ab2c-2669a29ec56d)"
     1,     73,    73,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.317.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(76d367f2-cc24-436f-9774-a9859f7cfec6)"
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, causaDevRech_properties.html)"
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.253.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@3fc148f.as(iqi.b7feb0b8-8a82-46fb-a193-b241424c5653)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Karaf (embedded)).as(default)"
     1,     55,    55,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, nodos_properties.html)"
     1,     72,    72,00, "Query.fromType(org.jboss.windup.rules.apps.xml.model.XmlFileModel).gremlin().has(fileName,EQUALS,ibm-webservices-bnd.xmi).has(rootTagName,EQUALS,WSBinding).as(default)"
     1,     59,    59,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, solicitudCargueFondo_properties.28.html)"
   529,      0,     0,00, iterableHasContent
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,JBoss logging (embedded)).as(default)"
     1,     51,    51,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, repuestos_msg_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@307a3f05.as(iqi.506aaf71-d025-4e98-9b3f-efc7c722eeff)
     1,     37,    37,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, WordToTextConverter_java.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Apache Tapestry (embedded)).as(default)"
     1,     29,    29,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.205.html)"
     1,     31,    31,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.218.html)"
     1,    110,   110,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, AdministracionTiposOT_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(c6c2b2d0-cefb-42a0-a0e8-af4e56e79785)"
   484,    439,     0,91, GraphService.findAllByPropertyMatchingRegex(filePath)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ICEfaces (embedded)).as(default)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Trunk JGuard (embedded)).as(default)"
     1,     34,    34,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, balanceoMsg_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@6823b60.as(iqi.a9eb89e0-ff49-48a1-aabc-8d42e1f6f7b5)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(3add2f88-03f1-42d4-846a-871d32614d76)"
     1,     54,    54,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, sqli_en_US_properties.html)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Jcabi Log (embedded)).as(default)"
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Plexus Container (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(6ae9cba8-8b1a-48d9-8b85-996618726b8c)"
     1,     48,    48,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_xml.203.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@1c3f50cd.as(iqi.9f017f92-6f82-4887-9d5b-5c6a4ea65097)
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@566be191.as(iqi.509baa55-8982-4004-bfbd-eb10c1fca429)
     1,     64,    64,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, xps_en_US_properties.html)"
     1,     71,    71,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, envia_properties.html)"
     1,     92,    92,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, respuestaMayorDescuentoPromocion_properties.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@3f936ec5.as(iqi.fc827537-a794-4657-81c7-37ba298a2788)
     1,      1,     1,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,Atomikos JTA (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(bbff7037-0019-4b01-9665-7a60a5a5ddfc)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(37cb60e1-52af-48ac-b152-f6d2e3206357)"
     1,     47,    47,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, shell_en_US_properties.html)"
     1,     73,    73,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.315.html)"
    27,      2,     0,07, getUniqueByName(qualifiedName)
     1,     86,    86,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, zona_properties.html)"
     1,     53,    53,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, util_en_US_properties.html)"
     1,     50,    50,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, MANIFEST_MF.232.html)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@8982086.as(iqi.8a0cfa39-38d7-426a-af10-e5f792f3cdf6)
     1,     22,    22,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, cambiarEstadoMsg_properties.html)"
     1,     78,    78,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, crearSolicitudGarantia_properties.html)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(3c6ab5ab-0702-447b-a3a0-4c6253fa7b6d)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(a0c11f32-b29a-46d4-aa7e-5a66a4bd451f)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@3338bc1a.as(iqi.0ab3f7a5-4873-44e3-909e-65cc00dc7c4c)
     1,     44,    44,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.125.html)"
     2,      0,     0,00, Query.fromType(org.jboss.windup.rules.apps.javaee.model.EjbMessageDrivenModel).as(default)
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(f81aad8a-b8c6-4db0-8496-e8172c616f1f)"
     1,     34,    34,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, crearRutaTraslado_properties.html)"
     1,    797,   797,00, "Query.fromType(org.jboss.windup.rules.apps.java.model.JavaClassFileModel).gremlin().has(parseError,NOT_DEFINED,null).as(default)"
     1,    171,   171,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, lineaTiempoCom_properties.html)"
     1,     80,    80,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, origen_properties.html)"
     1,      0,     0,00, "Query.fromType(org.jboss.windup.reporting.model.TechnologyTagModel).gremlin().has(name,EQUALS,ActiveMQ (embedded)).as(default)"
     1,      0,     0,00, "Query.gremlin().has(referenceType,CONTAINS_ANY_TOKEN,[METHOD]).as(b8d61bfe-a549-4d4e-9592-619589adcfdb)"
     1,      0,     0,00, Query.gremlin()org.jboss.windup.rules.apps.java.condition.JavaClass$2@67b4705b.as(iqi.6bf39756-b6eb-4506-b466-7b795fda77aa)
     1,     57,    57,00, "FreeMarkerIterationOperation.render(/reports/templates/source.ftl, pom_properties.92.html)"
